University of Nebraska-Lincoln Police,_unnamed,_unnamed_2,_unnamed_3,_unnamed_4,_unnamed_5,_unnamed_6,_unnamed_7,_unnamed_8,_unnamed_9,_unnamed_10
17000324,MEDICAL EMERGENCY,1/26/2017 16:39,Closed - Non-Criminal Case,1/26/2017 16:39,,Richards Hall,560 Stadium Dr (SIDEWALK),$0.00,$0.00,A Nebraska Staff Member suffered a medical emergency. They were transported to the hospital with a life threatening condition.
17000335,DISTURBANCE - OTHER,1/27/2017 11:53,Closed - Cleared by Exception,1/23/2017 9:25,,Burnett Hall,1220 T St (UNL ACADEMIC BUILDING),$0.00,$0.00,University student reported disturbing behavior displayed by their friend's father.
17000343,TRAFFIC - SUSPENDED DRIVER,1/28/2017 10:05,Closed - Cleared by Arrest-Adult,1/28/2017 10:05,,N/A,N 17TH ST & VINE ST (STREET),$0.00,$0.00,"Non-University affiliate contacted on a traffic stop and found to be suspended. Cited for speeding (11-15), DUS and No Proof of Financial Responsibility."
17000378,SEX OFFENSE - RAPE,1/28/2017 14:29,Closed - Inactive,11/19/2016 3:00,,N/A,(UNKNOWN),$0.00,$0.00,UPD received the report of a belated sexual assault; the investigation is ongoing.
17000348,LARCENY - FROM BUILDING,1/28/2017 20:14,Closed - Inactive,1/28/2017 1:00,1/28/2017 20:10,Eastside Suites,433 North 19th Street (UNL RESIDENCE HALL),$500.00,$0.00,Painting taken from Eastside Suites Residence Hall.
17000349,NARCOTICS - POSSESSION,1/28/2017 21:11,Closed - Cleared by Arrest-Adult,1/28/2017 21:11,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00,$0.00,"Smell of Marijuana coming from room in Abel Hall. Two students cited, one for Possession of Marijuana less than an oz, the other for Minor in Possession of Alcohol."
17000351,ALCOHOL - MINOR IN POSSESSION,1/28/2017 23:42,Closed - Cleared by Arrest-Adult,1/28/2017 23:42,,Schramm Hall,1130 North 14th St (UNL RESIDENCE HALL),$0.00,$0.00,Five University students were cited/released for MIP.
17000354,FALSE INFORMATION - GIVEN TO OFC.,1/29/2017 2:07,Closed - Cleared by Arrest-Adult,1/29/2017 2:07,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00,$0.00,"A 19 year old student was cited/lodged for Criminal Impersonation and cited/released for MIP-C (.269), Possess False ID, and Obstruct Peace Officer"
17000355,NARCOTICS - POSSESSION,1/29/2017 2:21,Closed - Cleared by Arrest-Adult,1/29/2017 2:21,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00,$0.00,"A non-affiliate was cited/lodged for Possession of a Controlled Substance (methamphetamine) and cited for Possession of Drug Paraphernalia, and Trespassing."
17000356,ALCOHOL - DRUNK,1/29/2017 3:03,Closed - Non-Criminal Case,1/29/2017 3:03,,The 50-50,1801 R Street (MULTI-DWELLING (7 + UNITS) off campus),$0.00,$0.00,A 23 year old student was placed into civil protective custody and transported to The Bridge with a BAC of .337.
17000362,TRESPASSING,1/29/2017 18:15,Closed - Cleared by Arrest-Adult,1/29/2017 18:15,,Theta Xi,1535 R St (OFF CAMPUS/GREEK HOUSING),$0.00,$0.00,Non-affiliate cited for trespassing on Theta Xi property and released.
17000365,NARCOTICS - POSSESSION,1/30/2017 1:01,Closed - Cleared by Arrest-Adult,1/30/2017 1:01,,N/A,ANTELOPE VALLEY PARKWAY & N 17TH ST (STREET),$0.00,$0.00,"A vehicle was stopped for a traffic violation. The driver (non-affiliate) was cited/released for No Headlights after Dark, Possession of Marijuana < 1oz and Possession of Drug Paraphernalia."
17000368,ACCIDENTS - P.D. REPORTABLE,1/30/2017 8:27,Closed - Non-Criminal Case,1/30/2017 8:10,,Recreation and Wellness Center,1717 N 35th (GOV'T PARKING LOT (UNL)),$0.00,"$1,000.00",A University owned vehicle struck a parked car.  Minor damage to both.
OS17003,DISTURBANCE - OTHER,1/30/2017 12:00,Closed - Inactive,11/29/2016 12:00,12/1/2016 12:00,NA,East Campus,$0.00,$0.00,A female student reported being harassed by two individuals in a vehicle while out walking because of her religion.
17000373,LARCENY - FROM BUILDING,1/30/2017 12:19,Closed - Inactive,1/27/2017 15:30,1/30/2017 7:30,CBA,730 N 14th (CONSTRUCTION SITE),$250.00,$10.00,Equipment stolen from a construction site ($250 loss).
17000381,TRAFFIC - SUSPENDED DRIVER,1/30/2017 19:54,Closed - Cleared by Arrest-Adult,1/30/2017 19:54,,N/A,X ST & N 16TH ST (STREET),$0.00,$0.00,"Vehicle stopped for running a stop sign, driver found to be suspended. Driver cited for DUS and violating stop sign."
17000383,TRAFFIC - SUSPENDED DRIVER,1/30/2017 21:26,Closed - Cleared by Arrest-Adult,1/30/2017 21:26,,N/A,N ANTELOPE VALLEY PKWY & MILITARY RD (STREET),$0.00,$0.00,A vehicle was stopped for a traffic violation. A non-affiliate was cited/released for White Light to the Rear and DUS.
17000390,TRESPASSING,1/31/2017 10:54,Closed - Cleared by Arrest-Adult,1/31/2017 10:54,,Canfield Administration Building South,"501 N 14th St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,"A non-University affiliate, who is currently banned from University property, was contacted after entering a University building; he was subsequently arrested for Trespassing."
17000391,FIRE (WORKING) - ALARM,1/31/2017 15:49,Closed - Inactive,1/31/2017 15:49,1/31/2017 15:49,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00,$0.00,"Trash chute fire in  Abel Hall, no damage reported."
17000395,TRAFFIC - SUSPENDED DRIVER,1/31/2017 23:00,Closed - Cleared by Arrest-Adult,1/31/2017 23:00,,N/A,N 33RD ST & HOLDREGE ST (STREET),$0.00,$0.00,A non-University affiliate was contacted on a traffic stop and cited/released for DUS.
17000397,SS - CHECK WELFARE OF PERSON,1/31/2017 23:33,Closed - Cleared by Exception,1/31/2017 23:33,,Neihardt Residence Center,540 North 16th St (UNL RESIDENCE HALL),$0.00,$0.00,"A Non-affiliate was contacted for being in an unauthorized area.  Upon conducting a welfare check, the party was issued a trespass policy letter and released."
17000401,ACCIDENTS - P.D. H&R NOT REPORTABLE,2/1/2017 16:41,Closed - Cleared by Arrest-Adult,2/1/2017 12:45,2/1/2017 16:41,14th & Avery Parking Garage,1111 North 14th St (GOV'T PARKING LOT (UNL)),$0.00,"$1,000.00","A student reports hit and run damage to their vehicle. Damage is estimated at $1,000.00."
17000403,ALCOHOL - OPEN CONTAINER,2/1/2017 19:37,Closed - Cleared by Arrest-Adult,2/1/2017 19:37,,N/A,N 27TH ST & VINE ST (STREET),$0.00,$0.00,"Vehicle stopped for no plates or paper, the three non-Nebraska affiliated occupants were cited for open container and the driver was also cited for no drivers lic."
17000410,STALKING,2/2/2017 10:40,Closed - Inactive,1/30/2017 0:00,,Andersen Hall,200 Centennial Mall North (UNL ACADEMIC BUILDING),$0.00,$0.00,University staff member reported disturbing behavior by an ex-boyfriend.
17000411,DISTURBANCE - OTHER,2/2/2017 10:50,Closed - Non-Criminal Case,,,N/A,(INTERNET/CYBERSPACE),$0.00,$0.00,University student reported a possible fraud reference an online relationship.
17000426,DISTURBANCE - OTHER,2/2/2017 14:23,Closed - Non-Criminal Case,,,Andrews Hall,"625 North 14th St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,UPD received the belated report of concerns regarding a student's behavior; no law violations apparent.
17000425,ACCIDENTS - P.D. NOT REPORTABLE,2/3/2017 9:36,Closed - Non-Criminal Case,1/31/2017 8:00,,College of Dentistry,4000 East Campus Loop S (GOV'T PARKING LOT (UNL)),$0.00,"$1,000.00",Report of non-injury accident in the parking lot east of the Dental College.
17000429,SEX OFFENSE - RAPE,2/3/2017 15:30,Closed - Inactive,,,N/A,(UNKNOWN),$0.00,$0.00,A belated report of a sexual assault. Case made inactive pending further information.
17000432,ACCIDENTS - P.D. NOT REPORTABLE,2/3/2017 17:08,Closed - Non-Criminal Case,2/3/2017 17:08,,19th/Vine Parking Garage,1830 Vine St. (GOV'T PARKING GARAGE (UNL)),$0.00,"$2,500.00",Two university students involved in a non-injury accident in a parking garage.
17000433,ASSAULT - NON DOMESTIC,2/3/2017 17:54,Closed - Cleared by Arrest-Adult,2/3/2017 17:45,2/3/2017 17:45,Nebraska Union,"1400 R St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,A non-affiliate was cited/lodged for Assault (3rd degree) on a Pregnant Woman.
17000434,MEDICAL EMERGENCY,2/3/2017 19:13,Closed - Non-Criminal Case,2/3/2017 19:00,,Cook Pavilion,"845 North 14th St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,A student suffered an ankle injury while playing a sport.  Transported to a local hospital by LFR.
17000436,NARCOTICS - POSSESSION,2/3/2017 21:30,Closed - Cleared by Arrest-Adult,2/3/2017 21:30,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00,$0.00,"Two University of Nebraska students were contacted on a narcotics complaint and cited/released for Possession of Marijuana (5 g) < 1 Ounce, and Possession of Drug Paraphernalia."
17000438,ALCOHOL - MINOR IN POSSESSION,2/3/2017 23:22,Closed - Cleared by Arrest-Adult,2/3/2017 23:22,,N/A,N 32ND ST & HOLDREGE ST (SIDEWALK),$0.00,$0.00,"An 18 year old student was cited/released to The Bridge for Theft, and MIP (BAC: .263)."
17000442,TRESPASSING,2/4/2017 1:09,Closed - Inactive,2/4/2017 1:09,,Love Library North & Link,"1300 R (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,"A non-affiliate was issued The UPD Trespass Policy Letter, following multiple trespassing related policy violations."
17000443,ALCOHOL - MINOR IN POSSESSION,2/4/2017 1:52,Closed - Cleared by Arrest-Adult,2/4/2017 1:52,,N/A,N 16TH ST & U ST (SIDEWALK),$0.00,$0.00,"Two minor students were cited/released for MIP-C (BACs: .104, and .153)."
17000444,ALCOHOL - MINOR IN POSSESSION,2/4/2017 2:36,Closed - Cleared by Arrest-Adult,2/4/2017 2:36,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00,$0.00,A 19 year old student was cited/released for MIP-C with a BAC of .199.
17000445,SS - CHECK WELFARE OF PERSON,2/4/2017 4:27,Closed - Inactive,2/4/2017 4:27,,N/A,(UNL RESIDENCE HALL),$0.00,$0.00,A 20 year old intoxicated student (BAC: .124) was contacted and left in the care of a sober friend.  No citation issued.
17000451,LARCENY - FROM MOTOR VEHICLE,2/4/2017 14:22,Closed - Inactive,2/2/2017 21:00,2/3/2017 20:00,Husker Hall,705 North 23rd St (GOV'T PARKING LOT (UNL)),"$1,550.00",$0.00,"A student reports the theft of numerous items from their vehicle. Loss is estimated at $1,550.00."
17000452,DISTURBANCE - OTHER,2/4/2017 14:36,Closed - Inactive,2/4/2017 14:36,,Love Library North & Link,"1300 R (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,A non-affiliate caused a disturbance at the library. They were issued a Trespass Policy Letter.
17000453,MEDICAL EMERGENCY,2/4/2017 14:57,Closed - Non-Criminal Case,2/4/2017 14:57,,The Courtyards,733 North  17th  St. (UNL APARTMENT),$0.00,$0.00,A Nebraska student suffered a medical episode and was transported to a local hospital with a non life threatening condition.
17000456,MEDICAL EMERGENCY,2/4/2017 23:26,Closed - Non-Criminal Case,2/4/2017 23:26,,Delta Delta Delta,1601 R St. (OFF CAMPUS/GREEK HOUSING),$0.00,$0.00,A Nebraska student was transported to the hospital due to an alcohol related illness.
17000461,LARCENY - STOLEN BIKE,2/5/2017 14:09,Closed - Inactive,,,515 N 19th Parking Lot Vine to,515 North 19th St. (SIDEWALK),$50.00,$0.00,UNL student reported that unknown person took the rear tire from their bike.
17000465,ALCOHOL - USING FALSE I.D.,2/5/2017 18:08,Closed - Cleared by Arrest-Adult,2/5/2017 18:08,,Mary Riepma Ross Media Arts Center-Van Brunt Visit,"313 North 13th St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,UNL student cited for Possession  of False Identification and released.
17000471,NARCOTICS - POSSESSION,2/6/2017 3:17,Closed - Cleared by Arrest-Adult,2/6/2017 3:17,,Schramm Hall,1130 North 14th St (UNL RESIDENCE HALL),$0.00,$0.00,"A narcotics complaint occurring at Schramm Hall. A Nebraska student was cited/released for Possession of Marijuana < 1oz Second Off, Possession of Drug Paraphernalia and MIP."
17000473,TRESPASSING,2/6/2017 7:21,Closed - Cleared by Arrest-Adult,2/6/2017 7:21,,17th & R Parking Garage,300 North 17th St (GOV'T PARKING GARAGE (UNL)),$0.00,$0.00,Non-university affiliate was lodged in jail for First Degree Trespass (previously banned and barred from campus).
17000475,VANDALISM - BY GRAFFITI,2/6/2017 8:24,Closed - Inactive,,,1300 Q St,"1300 Q St (UNL SUPPORT FACILITY (office, service))",$0.00,$25.00,Spray-painted graffiti found on the building.
17000477,LITTERING,2/6/2017 12:12,Closed - Inactive,,,Nine Mile Prairie,7001 W. Fletcher Ave (STREET),$0.00,$0.00,Items deposited near the northwest gate to Nine Mile Prairie.
17000478,FRAUD - CON GAMES/DECEPTION/FALSE    PRETENSE/OTHER,2/6/2017 14:10,Closed - Inactive,2/6/2017 13:00,2/6/2017 13:00,Nebraska Union,1400 R St (UNKNOWN),$0.00,$0.00,Staff member reported possible telephone scam.
17000482,ACCIDENTS - P.D. H&R NOT REPORTABLE,2/6/2017 17:18,Closed - Inactive,,,17th & R Parking Garage,300 North 17th St (UNKNOWN),$0.00,"$1,000.00","Student reported Hit and Run accident which did not happen on campus, by viewing cameras."
17000088,OUTSIDE - O.P.S. OTHER,2/6/2017 20:39,Closed - Non-Criminal Case,,,N/A,(SINGLE FAMILY – off campus),$0.00,$0.00,Case closed referred to other campus entities.
17000489,NARCOTICS - POSSESSION,2/7/2017 4:14,Closed - Cleared by Arrest-Adult,2/7/2017 4:14,,The Robert E. Knoll Residential Center,440 N 17th Street (UNL RESIDENCE HALL),$0.00,$0.00,A narcotics complaint occurring at the Knoll Residence Hall. A Nebraska student was cited/released for Possession of Marijuana < 1oz and Possession of Drug Paraphernalia.
17000491,LARCENY - OTHER OR FROM OPEN AREA,2/7/2017 9:41,Closed - Inactive,2/6/2017 15:00,2/6/2017 15:20,N/A,(SIDEWALK),$18.00,$0.00,A wallet (and contents) was reported stolen. Some items were located.
17000492,SS - CHECK WELFARE OF PERSON,2/7/2017 11:00,Closed - Inactive,,,UNL Police,"300 North 17th St. (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Welfare check on a University student's mental health.
17000493,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2/7/2017 14:13,Closed - Inactive,2/6/2017 17:00,2/7/2017 13:00,Varner Hall,"3835 Holdrege St (UNL SUPPORT FACILITY (office, service))",$0.00,$250.00,Staff member reported damaged window at Varner Hall.
17000495,ACCIDENTS - P.D. REPORTABLE,2/7/2017 16:27,Closed - Inactive,2/7/2017 16:27,2/7/2017 16:27,515 N 19th Parking Lot Vine to,515 North 19th St. (GOV'T PARKING LOT (UNL)),$0.00,$300.00,State vehicle struck another vehicle.
17000504,NARCOTICS - POSSESSION,2/7/2017 23:11,Closed - Cleared by Arrest-Adult,2/7/2017 23:11,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00,$0.00,A narcotics complaint occurring at Abel Hall. A Nebraska student was cited/released for Possession of Marijuana and Possession of Drug paraphernalia.
17000488,ALCOHOL - MINOR IN POSSESSION,2/7/2017 23:20,Closed - Cleared by Arrest-Adult,2/7/2017 23:20,,Smith Hall,1120 North 14th St (UNL RESIDENCE HALL),$0.00,$0.00,A report of a narcotics complaint at Smith Hall. A Nebraska student was cited/released for MIP.
17000509,ACCIDENTS - P.D. H&R NOT REPORTABLE,2/8/2017 10:43,Closed - Inactive,1/2/2017 0:00,2/3/2017 17:30,19th/Vine Parking Garage,1830 Vine St. (GOV'T PARKING GARAGE (UNL)),$0.00,"$1,000.00",Hit and run possibly occurring in the garage.
17000515,ACCIDENTS - P.D. H&R NOT REPORTABLE,2/8/2017 21:47,Closed - Inactive,2/5/2017 21:30,2/8/2017 19:00,19th/Vine Parking Garage,1830 Vine St. (GOV'T PARKING GARAGE (UNL)),$0.00,$200.00,A student reported a hit and run to her vehicle.  Estimated damage at $150.
17000527,NARCOTICS - POSSESSION,2/9/2017 14:10,Closed - Cleared by Arrest-Adult,2/9/2017 14:10,,Schramm Hall,1130 North 14th St (UNL RESIDENCE HALL),$0.00,$0.00,Student cited for Possession of Marijuana and Possession of Drug Paraphernalia and released.
17000528,ALCOHOL - USING FALSE I.D.,2/9/2017 15:06,Closed - Cleared by Arrest-Adult,2/9/2017 15:06,,17th & R Parking Garage,"300 North 17th St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,A student was cited for possessing a Fake ID after his wallet was turned in as found property.
17000532,TRAFFIC - SUSPENDED DRIVER,2/9/2017 20:29,Closed - Cleared by Arrest-Adult,2/9/2017 20:29,,N/A,N ANTELOPE VALLEY PKWY & VINE ST (STREET),$0.00,$0.00,"A non-affiliate was contacted on a traffic stop and cited/released for DUS, Improper Turn and No Insurance."
17000537,NARCOTICS - POSSESSION,2/10/2017 1:14,Closed - Cleared by Arrest-Adult,2/10/2017 1:14,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00,$0.00,"A University student was contacted reference a narcotics complaint.  Cited/released for Possession of Marijuana (1.5 g) < 1 Ounce, and MIP."
17000541,TRESPASSING,2/10/2017 10:15,Closed - Inactive,2/10/2017 10:15,,Nebraska Union,"1400 R St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,University staff called UPD to report transients sleeping in the Rec room.
17000544,DISTURBANCE - OTHER,2/10/2017 12:09,Closed - Non-Criminal Case,2/10/2017 10:43,,Andrews Hall,625 North 14th St (INTERNET/CYBERSPACE),$0.00,$0.00,A nonsensical email was sent to university professors.
17000548,NARCOTICS - POSSESSION,2/10/2017 15:52,Closed - Cleared by Arrest-Adult,2/10/2017 15:52,,N/A,N 17TH ST & R ST (STREET),$0.00,$0.00,"A student was contacted on a traffic stop for speeding. They were cited/released for Possession of Marijuana < 1 oz, Possession of Drug Paraphernalia, MIP and speeding."
17000552,FRAUD - CHECKS INSUF/NO ACC/NOT FORGED,2/10/2017 18:30,Closed - Cleared by Arrest-Adult,,,UNL Police,300 North 17th St. (BANKS & FINANCIAL),$498.00,$0.00,Student reported being scammed out of some money.
17000556,NARCOTICS - POSSESSION,2/10/2017 23:00,Closed - Cleared by Arrest-Adult,2/10/2017 23:00,,University Suites,"1780 ""R"" Street (UNL APARTMENT)",$0.00,$0.00,"A University student was contacted reference a narcotics complaint.  Cited/released for Possession of Marijuana (0.9 g) < 1 Ounce, and Possession of Drug Paraphernalia."
17000557,ALCOHOL - MINOR IN POSSESSION,2/11/2017 0:42,Closed - Cleared by Arrest-Adult,2/11/2017 0:42,,Neihardt Residence Center,540 North 16th St (STREET),$0.00,$0.00,A 19 year old student was contacted with alcohol and placed into civil protective custody due to high intoxication.  Transported to The Bridge with a BAC of .251.  Cited/released for MIP.
17000560,ALCOHOL - MINOR IN POSSESSION,2/11/2017 2:39,Closed - Cleared by Arrest-Adult,2/11/2017 2:39,,N/A,N 17TH ST & VINE ST (SIDEWALK),$0.00,$0.00,A 19 year old student was transported to The Bridge with a BAC of .254.  Cited/released for MIP-C.
